,objID,class,g,i,r,u,z,Predicted Class
1051,1237649962456055925,STAR,18.91234,17.59937,17.96911,21.03403,17.44965,NQSO
1052,1237649962456055953,QSO,19.20409,18.83074,18.94774,19.2648,18.80067,QSO
1053,1237649962456056343,GALAXY,20.94279,18.80435,19.38079,22.39901,18.54591,NQSO
1054,1237649962456121432,GALAXY,19.17694,17.34614,17.86386,21.19632,17.03912,NQSO
1055,1237649962456121503,GALAXY,19.94735,18.16196,18.66371,21.36708,17.76729,NQSO
1056,1237649962456121511,GALAXY,18.62654,17.11193,17.6429,20.02234,16.77307,NQSO
1057,1237645943978328568,GALAXY,22.22021,19.86691,20.72034,22.41479,19.40771,NQSO
1058,1237645943978328218,STAR,18.54596,17.91116,18.09927,19.73486,17.82445,NQSO
1059,1237645943978983823,GALAXY,20.08391,19.23803,19.44471,20.73934,18.59867,NQSO
1060,1237645943978983989,GALAXY,21.15078,19.39287,19.8849,24.08631,19.05062,NQSO
1061,1237645943978721520,GALAXY,24.02371,19.4801,20.67358,24.68868,18.78137,NQSO
1062,1237645943979049179,GALAXY,19.09448,17.44948,17.99844,20.87703,17.12976,NQSO
1063,1237645943979049563,GALAXY,21.39346,19.15248,19.79203,23.82926,18.70706,NQSO
1064,1237645943435034939,STAR,22.40309,22.03707,22.1144,22.97458,22.02718,NQSO
1065,1237645943435034762,QSO,20.02613,19.79885,19.74698,20.30489,19.73606,QSO
1066,1237645943435034760,STAR,18.24314,17.00109,17.40298,20.08025,16.76882,NQSO
1067,1237645943433855052,STAR,18.32084,17.85262,17.97896,19.25163,17.78459,NQSO
1068,1237645942906159404,GALAXY,20.85289,19.43476,19.92862,22.26515,19.12431,NQSO
1069,1237645942906093750,GALAXY,20.26942,17.76486,18.48627,22.41963,17.22313,NQSO
1070,1237645942905831467,GALAXY,19.87845,17.82927,18.45094,22.27946,17.41952,NQSO
1071,1237645943979311685,GALAXY,20.93917,19.22705,19.76528,22.53069,18.823,NQSO
1072,1237645942905503983,GALAXY,19.46059,17.6085,18.15564,21.95698,17.19234,NQSO
1073,1237645942904455388,STAR,21.04712,18.86316,19.65117,23.14985,18.42036,NQSO
1074,1237645943978918230,GALAXY,19.98825,18.04077,18.63686,22.47932,17.62324,NQSO
1075,1237645943978918581,GALAXY,22.33576,19.24224,20.30666,23.07455,19.05234,NQSO
1076,1237645943978721807,GALAXY,20.06296,19.11946,19.5774,21.44764,20.73339,NQSO
1077,1237645943978721975,GALAXY,23.08186,20.35672,21.75687,24.03553,19.67184,NQSO
1078,1237645942905766350,GALAXY,20.59446,19.31058,19.75013,23.42121,19.08141,NQSO
1079,1237645943979442466,GALAXY,19.7256,18.27016,18.79969,21.20045,17.95168,NQSO
1080,1237645943979639159,GALAXY,21.64771,19.56164,20.24593,26.26313,19.08929,NQSO
1081,1237645943979704615,GALAXY,19.70036,18.42455,18.86438,20.98028,18.18064,NQSO
1082,1237645943978525381,GALAXY,22.14484,19.82459,20.9518,22.86452,19.30979,NQSO
1083,1237645943978525231,GALAXY,22.51726,20.0216,20.93115,23.3377,19.44724,NQSO
1084,1237645943978525143,GALAXY,22.19273,21.86943,21.82913,22.72411,21.47541,QSO
1085,1237645943978524890,GALAXY,21.72881,19.09221,20.06791,24.71998,18.71218,NQSO
1086,1237645943978524889,GALAXY,20.70394,18.2424,18.84913,22.23832,17.80439,NQSO
1087,1237645943978524792,STAR,18.61246,17.9894,18.15186,19.79443,17.95061,NQSO
1088,1237645943978853085,STAR,21.56255,20.90777,21.04843,23.03389,20.59712,NQSO
1089,1237645943978853102,GALAXY,20.98612,19.25969,19.76149,22.58667,18.88999,NQSO
1090,1237645943978524737,GALAXY,18.97122,17.12295,17.62676,21.49994,16.76045,NQSO
1091,1237645943978524724,STAR,17.19975,16.58858,16.77621,18.3542,16.51968,NQSO
1092,1237645943978853445,GALAXY,22.58462,19.39876,20.55027,26.23791,18.83013,NQSO
1093,1237645943978853464,GALAXY,22.4406,19.44528,20.29665,24.93587,19.03485,NQSO
1094,1237645943978459653,GALAXY,22.49487,19.59519,20.46422,24.1038,19.14993,NQSO
1095,1237645943978853472,GALAXY,22.50545,19.82509,21.00618,23.79236,19.38642,NQSO
1096,1237645943979704834,GALAXY,20.47842,18.81211,19.34543,21.83756,18.42965,NQSO
1097,1237645943978459531,STAR,22.06401,21.44696,21.64673,23.28733,21.18148,NQSO
1098,1237645943978459523,GALAXY,20.40145,18.85887,19.37029,22.22916,18.53164,NQSO
1099,1237645943979704864,GALAXY,21.53393,19.08803,19.77918,24.72262,18.62262,NQSO
1100,1237645943978917901,GALAXY,19.9427,18.53589,19.19505,23.77509,18.30938,NQSO
1101,1237645943978917921,STAR,17.00201,16.24901,16.46273,18.38284,16.14886,NQSO
1102,1237645943978918017,STAR,17.23579,16.68277,16.82497,18.41657,16.62843,NQSO
1103,1237645943979769875,STAR,16.70116,15.92293,16.15869,17.99822,15.79447,NQSO
1104,1237649962455728291,QSO,19.97376,19.8629,20.04451,20.06783,19.69794,QSO
1105,1237645943978394262,GALAXY,19.84845,19.15917,19.40167,21.62465,19.27357,NQSO
1106,1237645943978918153,GALAXY,19.12932,17.34728,17.86173,21.26915,16.97116,NQSO
1107,1237645943978918155,STAR,19.20892,18.13337,18.42467,21.19669,18.00474,NQSO
1108,1237645943978918180,STAR,22.56826,19.09645,21.06882,24.01819,18.05091,NQSO
1109,1237645943978393919,GALAXY,19.39225,18.6072,18.90423,20.48881,18.54427,NQSO
1110,1237645943978393865,GALAXY,22.53795,19.61383,20.84771,26.05878,19.17241,NQSO
1111,1237645943978656061,STAR,22.03618,19.08555,20.33716,23.08131,18.33476,NQSO
1112,1237645943978393694,GALAXY,16.52093,15.08733,15.60923,18.28252,14.62764,NQSO
1113,1237645943978393685,STAR,19.20805,17.52013,18.02192,21.63837,17.2446,NQSO
1114,1237645943978393683,GALAXY,19.46817,18.65814,18.96336,20.61008,18.47569,NQSO
1115,1237645943978393681,STAR,17.81077,18.56285,18.24699,17.42982,18.88835,NQSO
1116,1237645943978656072,GALAXY,20.91939,19.05117,19.59647,23.99905,18.72659,NQSO
1117,1237645943978328529,STAR,21.68112,19.9766,20.45224,24.24983,19.66622,NQSO
1118,1237645943978918326,GALAXY,22.25829,19.76761,20.65022,25.37653,19.26546,NQSO
1119,1237645943978918346,GALAXY,21.27991,19.91278,20.24446,21.88839,19.51208,NQSO
1120,1237645943978918354,GALAXY,20.66076,19.27529,19.733,22.00054,18.90963,NQSO
1121,1237645943978590886,GALAXY,19.79965,18.99445,19.30911,20.81985,18.78418,NQSO
1122,1237645943978918365,GALAXY,20.32393,19.54165,19.83054,21.07771,19.47184,NQSO
1123,1237645943978918498,STAR,22.01533,21.4994,21.78327,23.90241,21.1591,NQSO
1124,1237645943977410815,GALAXY,20.63391,18.1245,18.90187,22.21236,17.63192,NQSO
1125,1237645943978983610,QSO,20.35798,19.95677,20.22659,20.67511,19.8855,QSO
1126,1237645943978983714,GALAXY,19.32885,18.12664,18.53297,20.68452,17.90428,NQSO
1127,1237645943978721398,STAR,17.99587,16.17794,16.69966,20.77115,15.84082,NQSO
1128,1237645943978721409,STAR,18.59195,17.59666,17.89324,20.17966,17.41512,NQSO
1129,1237645943978721411,QSO,19.42923,18.87331,19.15835,19.86823,18.80373,QSO
1130,1237645943978983766,STAR,22.2422,19.13701,20.68319,23.50968,18.28071,NQSO
1131,1237645943978983786,QSO,21.21753,20.68307,20.88264,22.04113,20.33618,NQSO
1132,1237645943978983864,STAR,21.48417,20.3204,20.66597,22.69867,20.16575,NQSO
1133,1237645943978983884,GALAXY,21.94076,21.25666,21.33801,22.95021,20.95496,NQSO
1134,1237645943978983904,GALAXY,21.11242,19.32515,19.86698,22.69497,18.95093,NQSO
1135,1237645943978984012,GALAXY,20.47688,19.38453,19.65066,21.69851,19.00788,NQSO
1136,1237645943978984013,QSO,22.01653,21.61851,21.65237,23.93452,21.41245,NQSO
1137,1237645943973675139,STAR,19.98826,20.03391,19.93318,21.42406,20.04351,NQSO
1138,1237645943978984180,GALAXY,22.64822,21.77812,21.9325,23.96172,21.42381,NQSO
1139,1237645943978984236,GALAXY,20.18553,18.99427,19.41741,21.56602,18.83311,NQSO
1140,1237645943979048964,STAR,17.90783,17.19153,17.39957,19.10299,17.1048,NQSO
1141,1237645943979049021,STAR,17.22538,16.2236,16.49504,19.09502,16.08735,NQSO
1142,1237645943979049037,GALAXY,19.28645,17.45214,17.98779,23.36443,17.06695,NQSO
1143,1237645943979049249,GALAXY,20.44439,18.23642,18.94692,22.92824,17.77122,NQSO
1144,1237645943979049256,GALAXY,19.82152,18.56525,19.0011,20.71908,18.40465,NQSO
1145,1237645943979049275,GALAXY,20.6226,18.32018,18.97492,22.99175,17.88166,NQSO
1146,1237645943978721589,GALAXY,19.83216,18.94966,19.27159,21.06388,18.83656,NQSO
1147,1237645943979049286,STAR,22.09621,19.30865,20.60119,24.91507,18.56126,NQSO
1148,1237645943979049320,GALAXY,19.45976,18.68472,19.04615,20.77885,18.54892,NQSO
1149,1237645943979049481,GALAXY,21.63028,19.33332,20.21536,25.43009,18.81207,NQSO
1150,1237645943979114535,GALAXY,20.35504,18.43231,19.13025,22.28161,17.93615,NQSO
1151,1237648721742660623,STAR,20.47764,20.02645,20.1474,21.60582,19.86076,NQSO
1152,1237648721742660615,STAR,20.09265,19.63153,19.76452,21.09113,19.59063,NQSO
1153,1237648721742660606,QSO,20.15178,20.06929,20.14851,20.68028,19.70785,QSO
1154,1237648721742660424,STAR,20.12992,19.75333,19.81801,21.07043,19.87576,NQSO
1155,1237648721742660298,STAR,19.99765,19.54244,19.67985,20.93867,19.45482,NQSO
1156,1237648721742660294,GALAXY,17.25168,15.85264,16.27523,19.21352,15.50018,NQSO
1157,1237648721745413019,GALAXY,23.65241,20.27662,21.59847,23.80598,19.71287,NQSO
1158,1237648721745413127,GALAXY,22.64584,19.81667,21.00459,25.50328,19.43987,NQSO
1159,1237648721742660190,STAR,17.94845,16.92694,17.21178,19.72763,16.74356,NQSO
1160,1237648721745413243,QSO,21.72896,20.05613,20.87871,22.06885,19.61378,NQSO
1161,1237648721745477939,STAR,17.38424,16.63141,16.83327,18.68917,16.53238,NQSO
1162,1237648721742659935,STAR,16.11527,15.62963,15.77608,17.01238,15.60921,NQSO
1163,1237648721742595657,STAR,21.27203,19.40834,20.36261,22.63476,18.85203,NQSO
1164,1237648721745478275,STAR,18.86936,17.11326,17.60807,21.54053,16.84818,NQSO
1165,1237648721745479007,GALAXY,22.922,20.25717,21.41205,24.74135,19.93548,NQSO
1166,1237648721745019749,GALAXY,21.12205,18.71257,19.40503,23.31647,18.23195,NQSO
1167,1237648721745740542,QSO,22.02467,21.9312,21.71067,24.60333,21.61052,NQSO
1168,1237648721744430442,GALAXY,23.27063,19.64758,20.80365,25.10734,19.15751,NQSO
1169,1237648721745215865,STAR,18.34695,17.51065,17.74628,20.02317,17.41207,NQSO
1170,1237648721744167676,STAR,18.93395,18.58667,18.72558,19.98878,18.57951,NQSO
1171,1237648721744037216,GALAXY,22.1735,19.29836,20.31792,25.7999,18.76271,NQSO
1172,1237648721746199355,GALAXY,21.85277,19.1483,19.9988,24.69319,18.67286,NQSO
1173,1237648721746199686,GALAXY,22.61182,19.66212,20.85916,26.4165,19.2418,NQSO
1174,1237648721743971134,STAR,20.55416,20.10836,20.23154,21.54737,20.36209,NQSO
1175,1237648721743970813,GALAXY,20.24042,17.69827,18.34087,22.08661,17.24923,NQSO
1176,1237648721743905189,STAR,19.2097,18.84008,18.92919,20.21155,18.83324,NQSO
1177,1237648721745216037,STAR,18.03116,16.59573,16.96689,20.45262,16.37588,NQSO
1178,1237648721743643489,STAR,20.26167,19.7836,19.92561,21.25375,19.8697,NQSO
1179,1237648721743643483,QSO,20.23992,19.89312,19.87045,22.22289,19.81132,NQSO
1180,1237648721745478159,STAR,17.89714,17.09657,17.30256,19.46555,17.03907,NQSO
1181,1237648721745412917,GALAXY,20.86752,20.33632,20.63542,21.35249,20.1401,QSO
1182,1237648721742660214,GALAXY,17.56795,16.09991,16.54928,19.69772,15.71736,NQSO
1183,1237648721742660207,STAR,18.47171,18.13821,18.21051,19.47142,18.14181,NQSO
1184,1237648721742660148,STAR,18.31677,17.8264,17.94291,19.44203,17.81727,NQSO
1185,1237648721743708587,STAR,18.8705,18.43121,18.55875,19.76154,18.42198,NQSO
1186,1237648721743708576,STAR,18.19916,17.29712,17.5338,19.90055,17.1977,NQSO
1187,1237648721746789017,STAR,20.40847,20.35405,20.35723,20.92059,20.35001,QSO
1188,1237648721747575592,GALAXY,21.97014,20.02346,20.85585,22.82854,19.70174,NQSO
1189,1237648721745478325,GALAXY,17.30346,15.87319,16.33858,19.21771,15.50751,NQSO
1190,1237648721745478676,QSO,21.84801,21.74274,21.57366,23.28399,21.9237,NQSO
1191,1237648721745543869,GALAXY,21.19097,19.26483,20.01639,23.15073,19.00459,NQSO
1192,1237648721745608799,STAR,18.79576,17.46318,17.78582,21.32981,17.26893,NQSO
1193,1237648721745609046,GALAXY,16.99277,15.65822,16.16731,18.50929,15.33418,NQSO
1194,1237648721745609241,GALAXY,20.91837,18.41263,19.06641,22.33132,17.9874,NQSO
1195,1237648721745609588,GALAXY,21.10719,18.66436,19.33407,22.89156,18.3188,NQSO
1196,1237648721744954321,GALAXY,21.56119,18.93599,19.83381,25.4599,18.53178,NQSO
1197,1237648721745609820,GALAXY,21.13514,18.54995,19.25274,22.98907,18.14469,NQSO
1198,1237648721745674545,GALAXY,21.19733,18.56045,19.20749,25.51087,18.16183,NQSO
1199,1237648721745740655,GALAXY,21.03954,18.58202,19.29926,22.12312,18.02021,NQSO
1200,1237648721745740714,GALAXY,22.13296,19.36712,20.28725,25.82111,18.94204,NQSO
1201,1237648721745805376,STAR,16.41419,15.89678,16.01892,17.64234,15.87214,NQSO
1202,1237648721745805487,STAR,16.53232,15.80899,15.84324,17.90704,15.72125,NQSO
1203,1237648721744626534,STAR,21.99348,22.22266,22.08019,22.91677,22.03196,NQSO
1204,1237648721745805720,STAR,16.92759,15.49225,15.87321,19.34406,15.29081,NQSO
1205,1237648721745805778,GALAXY,18.08023,17.50298,17.72444,19.15211,17.3716,NQSO
1206,1237648721745805786,STAR,18.13838,17.26672,17.52777,19.52219,17.13072,NQSO
1207,1237648721744429124,STAR,19.45142,19.05038,19.12486,20.53175,19.17244,NQSO
1208,1237648721745871933,GALAXY,22.23914,19.63929,20.69192,26.25412,19.10419,NQSO
1209,1237648721745936567,STAR,19.31287,18.88096,19.00317,20.47299,18.96145,NQSO
1210,1237648721745936735,STAR,19.00626,17.17383,17.79778,20.85958,16.63394,NQSO
1211,1237648721746001933,GALAXY,17.10415,15.57471,16.07077,19.34052,15.13777,NQSO
1212,1237648721746002041,STAR,17.0517,16.39384,16.57678,18.40666,16.3325,NQSO
1213,1237648721746002208,STAR,18.43251,17.51542,17.7494,20.16922,17.40136,NQSO
1214,1237648721744298528,GALAXY,18.26101,16.66191,17.12595,20.30923,16.2997,NQSO
1215,1237648721744298383,GALAXY,18.00751,16.48627,16.99482,19.41783,16.13356,NQSO
1216,1237648721744298380,STAR,18.94792,18.64429,18.77961,20.01765,18.60486,NQSO
1217,1237648721744298188,GALAXY,21.67396,19.98086,20.87852,23.172,19.70316,NQSO
1218,1237648721746002261,GALAXY,18.20065,17.35331,17.67478,19.46557,17.21157,NQSO
1219,1237648721746002310,GALAXY,18.32256,17.4725,17.80185,19.43073,17.32864,NQSO
1220,1237648721746002607,GALAXY,21.42661,18.91854,19.59486,23.50937,18.4996,NQSO
1221,1237648721744167489,STAR,19.16833,18.76365,18.86708,20.16474,18.76504,NQSO
1222,1237648721744102940,GALAXY,22.12542,19.12902,20.27168,22.45238,18.65402,NQSO
1223,1237648721746133388,STAR,18.9243,17.19909,17.70671,21.7175,16.91615,NQSO
1224,1237648721746198853,GALAXY,22.61987,19.77828,20.6724,24.1526,19.3718,NQSO
1225,1237648721747641315,GALAXY,21.54691,19.07099,19.85389,23.4503,18.61013,NQSO
1226,1237648721746264150,STAR,16.94258,16.56332,16.664,17.8725,16.53843,NQSO
1227,1237648721746264500,STAR,18.30285,17.09293,17.40467,20.59836,16.96477,NQSO
1228,1237648721747706255,STAR,19.08608,19.23983,19.12431,19.40534,19.3027,QSO
1229,1237648721746264910,GALAXY,21.59001,19.55472,20.45776,22.46231,19.17193,NQSO
1230,1237648721743970769,STAR,19.77129,19.32564,19.43953,20.75736,19.3474,NQSO
1231,1237648721746329868,GALAXY,20.75741,19.24845,20.30948,21.50667,19.16295,NQSO
1232,1237648721746329876,GALAXY,22.05045,19.03711,20.01154,25.05718,18.74271,NQSO
1233,1237648721746330206,STAR,22.04251,21.3548,21.49878,25.43547,21.15122,NQSO
1234,1237648721746330325,QSO,21.61656,21.0735,21.12072,23.48261,21.14621,NQSO
1235,1237648721743905761,GALAXY,22.51428,19.58254,20.56187,25.67744,19.03401,NQSO
1236,1237648721743905612,QSO,20.25698,19.94755,20.02368,21.20669,19.61621,NQSO
1237,1237648721746330367,GALAXY,22.13148,19.49759,20.46372,26.00328,19.09759,NQSO
1238,1237648721746330370,GALAXY,21.35074,18.76807,19.39669,23.3378,18.4344,NQSO
1239,1237648721743840585,GALAXY,22.65454,19.76849,20.93621,25.18395,19.38784,NQSO
1240,1237648721746330443,GALAXY,22.09522,19.47197,20.44163,24.16045,19.17258,NQSO
1241,1237648721746395454,GALAXY,18.12668,16.65119,17.10692,20.05984,16.31917,NQSO
1242,1237648721743774656,STAR,20.37575,19.90561,20.03718,21.39887,20.08975,NQSO
1243,1237648721743774545,GALAXY,19.82556,17.70781,18.30086,21.65112,17.34325,NQSO
1244,1237648721746460829,GALAXY,18.72946,17.60674,17.9523,20.31724,17.335,NQSO
1245,1237648721743708913,STAR,19.5393,19.24797,19.31008,20.20979,19.29882,NQSO
1246,1237648721747771860,STAR,20.21478,20.76403,20.54719,20.36056,22.05859,NQSO
1247,1237648721746461928,GALAXY,21.1849,18.7023,19.38438,25.61517,18.33049,NQSO
1248,1237648721743643152,STAR,18.55387,17.71567,17.95982,19.98706,17.58619,NQSO
1249,1237648721743643045,STAR,19.40374,19.01492,19.09402,20.44275,18.94726,NQSO
1250,1237648721746591936,GALAXY,20.64277,18.02966,18.72322,22.32125,17.69055,NQSO
1251,1237648721743578276,GALAXY,22.24243,19.58601,20.49631,22.87101,19.24456,NQSO
1252,1237648721746657816,GALAXY,18.369,17.08772,17.57634,20.07377,16.76501,NQSO
1253,1237648721746657939,STAR,20.68775,20.33935,20.44208,21.91562,20.15376,NQSO
1254,1237648721743577441,QSO,20.42805,20.11764,20.2547,20.9834,19.82593,QSO
1255,1237648721743577278,STAR,17.90054,17.38441,17.53634,18.841,17.37716,NQSO
1256,1237648721746723311,GALAXY,19.67632,17.42928,18.04829,21.16703,17.01617,NQSO
1257,1237648721746723312,GALAXY,23.66464,19.90884,20.932,23.82197,19.41856,NQSO
1258,1237648721743446966,STAR,20.10989,19.79758,19.88075,21.24753,19.75376,NQSO
1259,1237648721746723480,QSO,20.9582,20.33256,20.68063,21.6863,20.0572,QSO
1260,1237648721746723566,GALAXY,21.95315,19.59523,20.48189,24.16874,19.25387,NQSO
1261,1237648721746854047,GALAXY,17.85486,17.02301,17.32837,19.04194,16.84271,NQSO
1262,1237648721746854235,STAR,20.15183,18.91916,19.25421,22.42747,18.67588,NQSO
1263,1237648721743315641,STAR,19.55586,19.21564,19.26816,20.56574,19.17863,NQSO
1264,1237648721743315633,STAR,18.3656,18.01183,18.11868,19.24957,18.02635,NQSO
1265,1237648721746854409,GALAXY,21.54094,18.9538,19.60149,23.59797,18.40747,NQSO
1266,1237648721746854727,GALAXY,22.42193,19.73329,20.77323,25.71822,19.40802,NQSO
1267,1237648722288771245,QSO,19.58865,19.26835,19.58125,20.06194,19.02033,QSO
1268,1237648722288771232,GALAXY,17.78092,16.571,16.97618,19.39318,16.24054,NQSO
1269,1237648722288771119,QSO,18.74903,18.39546,18.66683,18.94298,18.34388,QSO
1270,1237648722288706347,GALAXY,23.41824,20.61393,21.79936,22.69943,20.06703,NQSO
1271,1237648722288706341,GALAXY,23.29051,20.10163,21.27968,24.00831,19.49615,NQSO
1272,1237648722288706133,GALAXY,22.31273,19.70426,20.75741,23.46383,19.09253,NQSO
1273,1237648722288705929,GALAXY,22.22583,19.75471,20.80654,23.7663,19.32043,NQSO
1274,1237648722288705875,QSO,20.59939,20.42935,20.52441,21.2306,20.22275,QSO
1275,1237648722288705796,QSO,20.15138,19.33116,19.55752,20.50759,19.15676,QSO
1276,1237648722288641228,GALAXY,22.69809,19.97586,20.90245,23.68431,19.37585,NQSO
1277,1237648722288640911,GALAXY,22.31351,19.8365,20.91857,24.96837,19.4038,NQSO
1278,1237648722288640878,GALAXY,22.14943,19.7364,20.80446,22.77791,19.31387,NQSO
1279,1237648722288640873,GALAXY,21.47959,18.97757,19.84013,23.06342,18.57409,NQSO
1280,1237648722288640860,GALAXY,20.56834,18.18478,18.84373,23.17423,17.70292,NQSO
1281,1237648722288640534,QSO,21.00908,20.4,20.36469,23.0447,20.32027,NQSO
1282,1237648722288640366,GALAXY,20.15422,17.79722,18.43272,24.14591,17.41246,NQSO
1283,1237648722288640339,GALAXY,20.57103,18.14605,18.827,25.37192,17.67765,NQSO
1284,1237648722288640338,GALAXY,20.78831,18.23922,18.86771,22.84902,17.84942,NQSO
1285,1237648722288640333,GALAXY,20.57401,18.05238,18.70145,22.93218,17.62624,NQSO
1286,1237648722288640302,GALAXY,19.95533,17.51977,18.16802,22.15323,17.12637,NQSO
1287,1237648722288640272,GALAXY,21.81701,19.51288,20.43894,25.44544,18.95243,NQSO
1288,1237648722288640231,STAR,19.36314,17.17194,17.91913,22.30754,16.73128,NQSO
1289,1237648722288575527,QSO,22.09854,19.88841,21.11123,25.98212,19.48181,NQSO
1290,1237648722288575300,GALAXY,20.79298,18.2859,18.95926,22.59573,17.85291,NQSO
1291,1237648722288574837,GALAXY,19.44982,17.33683,17.96695,21.38054,16.90208,NQSO
1292,1237648722288574790,QSO,18.97148,18.76208,18.76012,19.56069,18.53668,QSO
1293,1237648722288509422,QSO,22.17749,21.6694,21.95174,24.31914,21.52629,NQSO
1294,1237648722288509391,GALAXY,21.33324,18.63008,19.43745,25.02215,18.16972,NQSO
1295,1237648722288509032,STAR,16.20651,14.80055,15.25418,18.37358,14.74685,NQSO
1296,1237648722288508963,STAR,18.34952,19.1924,18.83937,17.96857,19.51062,NQSO
1297,1237648722288443823,GALAXY,21.75361,19.42643,20.22555,25.80786,18.92107,NQSO
1298,1237648722288443526,GALAXY,21.05945,18.57469,19.15896,25.12487,18.26333,NQSO
1299,1237648722288443415,GALAXY,15.5857,14.05117,14.49744,17.48361,13.79725,NQSO
1300,1237648722288378468,GALAXY,21.93418,20.95434,21.40718,23.48676,20.54784,NQSO
1301,1237648722288378380,GALAXY,22.27732,19.91589,20.92501,25.79565,19.37331,NQSO
1302,1237648722288378339,QSO,21.92402,21.6624,21.92217,22.31581,21.58938,QSO
1303,1237648722288378320,GALAXY,21.89683,19.48335,20.53294,25.72848,18.82244,NQSO
1304,1237648722288378183,GALAXY,18.64535,17.31349,17.79019,20.33328,16.92807,NQSO
1305,1237648722288378096,GALAXY,17.70442,16.72843,17.05888,18.95975,16.47418,NQSO
1306,1237648722288378040,STAR,18.17797,17.38025,17.58603,19.65543,17.27695,NQSO
1307,1237648722288312943,GALAXY,20.80587,18.82357,20.17358,23.11196,18.37423,NQSO
1308,1237648722288312716,STAR,21.56259,21.34974,21.37459,22.24088,20.59442,QSO
1309,1237648722288312660,QSO,21.34952,21.19514,21.17012,22.0553,20.94933,QSO
1310,1237648722288312494,GALAXY,17.843,16.34824,16.81316,19.54519,16.01063,NQSO
1311,1237648722288312475,STAR,17.77436,16.679,16.97952,19.77273,16.49969,NQSO
1312,1237648722288312472,STAR,17.5828,16.54644,16.83817,19.48363,16.37883,NQSO
1313,1237648722288312422,STAR,16.56771,15.88165,16.04655,18.01151,15.81937,NQSO
1314,1237648722288247484,GALAXY,22.35018,20.12272,20.9521,22.60114,19.4552,NQSO
1315,1237648722288247479,GALAXY,22.8798,20.4845,21.32834,25.38677,19.84356,NQSO
1316,1237648722288247178,QSO,21.81384,21.42264,21.64069,22.85002,20.92348,NQSO
1317,1237648722288247102,STAR,20.88366,19.03166,19.81099,25.13441,18.72474,NQSO
1318,1237648722288247009,STAR,18.54168,17.60975,17.874,20.26341,17.45853,NQSO
1319,1237648722288246943,GALAXY,18.04681,16.72617,17.17801,19.93593,16.40077,NQSO
1320,1237648722288246937,GALAXY,16.21258,15.34517,15.65558,17.5326,15.13742,NQSO
1321,1237648722288246924,GALAXY,17.08402,16.32569,16.60814,18.28831,16.12771,NQSO
1322,1237648722288246808,STAR,16.87797,15.56988,15.91446,19.16052,15.36537,NQSO
1323,1237648722288181770,STAR,22.0415,21.70207,21.78311,24.24302,21.90685,NQSO
1324,1237648722288181644,GALAXY,21.83719,19.57614,20.54257,23.40207,19.27523,NQSO
1325,1237648722288181594,QSO,20.62871,20.53699,20.47994,21.32097,20.54053,NQSO
1326,1237648722288181413,STAR,17.75793,16.62885,16.95832,19.6478,16.43176,NQSO
1327,1237648722288116400,GALAXY,22.50275,20.03875,21.13194,23.02729,19.49209,NQSO
1328,1237648722288116281,STAR,21.58706,20.95877,21.31267,22.37849,20.63433,NQSO
1329,1237648722288115991,GALAXY,20.22809,17.82066,18.47458,22.94627,17.43551,NQSO
1330,1237648722288115937,GALAXY,18.18564,16.47783,17.01821,20.21573,16.06495,NQSO
1331,1237648722288115916,QSO,20.71144,20.39815,20.5545,21.23034,20.45392,QSO
1332,1237648722288115892,QSO,19.8918,19.68092,19.72136,20.44012,19.74873,QSO
1333,1237648722288115868,STAR,19.03581,18.25186,18.46928,20.30352,18.09728,NQSO
1334,1237648722288115853,GALAXY,18.37101,17.48506,17.85047,19.46153,17.28173,NQSO
1335,1237648722288115779,GALAXY,20.45097,18.06268,18.62835,25.23708,17.69273,NQSO
1336,1237648722288050761,GALAXY,21.95246,19.48908,20.32073,25.50311,19.05962,NQSO
1337,1237648722288050365,STAR,21.9933,19.17108,20.4483,24.93953,18.46744,NQSO
1338,1237648722288050319,STAR,17.51845,16.61853,16.83677,19.39597,16.48108,NQSO
1339,1237648722287984961,GALAXY,19.74473,17.60352,18.23243,21.12516,17.15472,NQSO
1340,1237648722287984898,STAR,18.02152,17.20864,17.43262,19.55315,17.06006,NQSO
1341,1237648722287984878,STAR,18.24014,17.31329,17.5634,19.85702,17.18932,NQSO
1342,1237648722287984845,STAR,18.94496,18.43141,18.55646,19.84103,18.41689,NQSO
1343,1237648722287984841,STAR,18.36675,17.81863,17.97173,19.48559,17.77182,NQSO
1344,1237648722287984647,STAR,17.67407,16.53305,16.85493,19.65257,16.40812,NQSO
1345,1237648722287919961,GALAXY,23.79846,20.53222,21.66831,25.20045,19.76137,NQSO
1346,1237648722287919914,GALAXY,22.90068,19.3938,20.64331,24.51005,19.03054,NQSO
1347,1237648722287919839,STAR,21.31371,20.14779,20.43996,25.10242,19.89122,NQSO
1348,1237648722290213237,STAR,20.79906,20.34467,20.45686,22.3802,20.2658,NQSO
1349,1237648722290147492,GALAXY,21.51774,18.75201,19.45607,25.76012,18.36048,NQSO
1350,1237648722290082331,GALAXY,22.05986,19.31703,20.50499,24.80485,18.84483,NQSO
1351,1237648722290016879,GALAXY,22.42779,19.74207,20.79013,26.21088,19.28004,NQSO
1352,1237648722289885365,GALAXY,20.22242,17.71436,18.4113,22.53191,17.22155,NQSO
1353,1237648722289885361,GALAXY,19.31727,17.27057,17.88424,21.3676,16.86167,NQSO
